"","address","price","rooms","lat","lng"
"2834","Centre St, Jamaica Plain, MA",1800,"1",42.3125671,-71.1141407
"2835","Buckley Ave, Boston, MA",2400,"3",42.322393,-71.1036163
"2836","49-51 Paul Gore St # 1, Boston, MA",3000,"3",42.3198722,-71.1086904
"2837","215 South St # 2, Jamaica Plain, MA",2500,"2",42.302819,-71.1145447
"2838","Centre St, Jamaica Plain, MA",1850,"1",42.3125671,-71.1141407
"2839","Centre St, Boston, MA",1850,"1",42.2978749,-71.1302676
"2840","Centre St, Jamaica Plain, MA",1850,"1",42.3125671,-71.1141407
"2841","Centre St, Jamaica Plain, MA",1950,"2",42.3125671,-71.1141407
"2842","Jamaicaway, Boston, MA",2600,"2",42.3236917,-71.1149777
"2843","Agassiz Park, Jamaica Plain, MA",3600,"4",42.3133252,-71.11752
"2844","South St, Jamaica Plain, MA",2500,"2",42.3047055,-71.1146708
"2845","Burnett St, Jamaica Plain, MA",1900,"2",42.30409,-71.1106053
"2846","95 Prince St, Boston, MA",2700,"2",42.3657342,-71.0562369
"2847","Evergreen St, Jamaica Plain, MA",1900,"1",42.3243385,-71.1111197
"2848","S Street Boston, Jamaica Plain, MA",2895,"3",42.2951319,-71.1224877
"2849","Evergreen St, Jamaica Plain, MA",2100,"1",42.3243385,-71.1111197
"2850","Evergreen St, Jamaica Plain, MA",1950,"1",42.3243385,-71.1111197
"2851","S Huntington Ave, Jamaica Plain, MA",2000,"1",42.3256201,-71.1119326
"2852","S Huntington Ave, Jamaica Plain, MA",1800,"1",42.3256201,-71.1119326
"2853","S Huntington Ave, Jamaica Plain, MA",1850,"1",42.3256201,-71.1119326
"2854","12 Agassiz Park # 2, Jamaica Plain, MA",3800,"4",42.3132231,-71.117647
"2855","13 Parley Ave # A1, Jamaica Plain, MA",4200,"3",42.3148738,-71.1132897
"2856","Jamaica Way, Boston, MA",2600,"2",42.3236917,-71.1149777
"2857","20 Oakview Ter UNIT 1, Boston, MA",3300,"3",42.3196702,-71.110047
"2858","480 Jamaicaway # G, Jamaica Plain, MA",2500,"2",42.3161986,-71.1163778
"2859","Child St, Jamaica Plain, MA",2100,"2",42.3069064,-71.1126004
"2860","S Huntington, Boston, MA",2200,"2",42.3258875,-71.1117783
"2861","Paul Gore Ter, Jamaica Plain, MA",1700,"1",42.319644,-71.1072472
"2862","13 Parley Ave UNIT A, Boston, MA",4200,"3",42.3148311,-71.1133201
"2863","Agassiz, Boston, MA",3800,"4",42.3073202,-71.1156076
"2864","Hyde Park Ave, Jamaica Plain, MA",2795,"3",42.2824065,-71.1188596
"2865","241 Perkins St # FURNISHED, Boston, MA",3500,"2",42.3579537,-71.0542178
"2866","Orchard St, Jamaica Plain, MA",2400,"2",42.3112421,-71.120353
"2867","Wachusett St, Jamaica Plain, MA",3600,"4",42.2943824,-71.11575
"2868","Hall St, Boston, MA",2500,"2",42.3048207,-71.1131741
"2869","594 Centre St APT 8, Jamaica Plain, MA",2000,"2",42.31485,-71.113814
"2870","Jamaicaway, Jamaica Plain, MA",2600,"2",42.3233269,-71.1153473
"2871","Boylston St, Boston, MA",2500,"1",42.3486464,-71.0827003
"2872","Wachusett St, Boston, MA",3600,"4",42.2943824,-71.11575
"2873","Evergreen Street #, Boston, MA",2000,"1",42.3243385,-71.1111197
"2874","65 S Huntington Ave # 3, Boston, MA",2750,"3",42.330392,-71.111724
"2875","93 Sheridan St, Boston, MA",3600,"4",42.319471,-71.106576
"2876","93 Sheridan St # 2, Boston, MA",3400,"4",42.319471,-71.106576
"2877","8 Buckley Ave, Boston, MA",3100,"3",42.3222979,-71.1035073
"2878","6 Walk Hill St # R, Boston, MA",1200,"1",42.2959915,-71.1158727
"2879","170 Arborway # 1, Jamaica Plain, MA",2500,"3",42.307674,-71.1194453
"2880","4 Ashley St # 3R, Boston, MA",1900,"2",42.3204843,-71.1036367
"2881","50 Evergreen St APT 28, Boston, MA",2400,"2",42.3242775,-71.1115488
"2882","30 S Huntington Ave # 2, Boston, MA",3150,"3",42.3312294,-71.1114829
"2883","Danforth St, Jamaica Plain, MA",2540,"1",42.3180879,-71.1049211
"2884","S Huntington Ave, Boston, MA",1450,"1",42.3258875,-71.1117783
"2885","27 Boylston St # 2, Jamaica Plain, MA",3500,"3",42.3183992,-71.1094592
"2886","11 Forbes St # A, Boston, MA",2850,"3",42.321903,-71.1080999
"2887","Forbes St, Boston, MA",3400,"4",42.3208799,-71.1065402
"2888","54 S Huntington Ave APT 3, Boston, MA",1600,"1",42.3305223,-71.1114756
"2889","Centre St, Boston, MA",2650,"3",42.2978749,-71.1302676
"2890","6 Porter St # 2A, Jamaica Plain, MA",1800,"2",42.3159545,-71.1033161
"2891","251 Heath St APT 102, Boston, MA",2650,"1",42.3277965,-71.1083926
"2892","79 Spalding St # 8, Jamaica Plain, MA",2795,"3",42.30346,-71.114195
"2893","Heath St, Jamaica Plain, MA",2900,"4",42.3261441,-71.1039408
"2894","392 Beech St # 1, Boston, MA",2475,"3",42.2778547,-71.1358553
"2895","4062 Washington St # 3, Boston, MA",2100,"3",42.2906877,-71.1233192
"2896","Kittredge Ct, Boston, MA",1900,"2",42.2789714,-71.1323611
"2897","3976 Washington St, Boston, MA",2600,"3",42.2930141,-71.1208307
"2898","82 Florence St # 3, Roslindale, MA",2500,"3",42.2857051,-71.1251651
"2899","344 Hyde Park Ave # 1, Boston, MA",3400,"4",42.2891989,-71.1180971
"2900","292 Belgrade Ave # 2, Roslindale, MA",2000,"3",42.2860737,-71.1433955
"2901","6 Larch Pl # 2, Boston, MA",3000,"3",42.346639,-71.165999
"2902","8 Mendelssohn St # 3, Roslindale, MA",1650,"1",42.277862,-71.1382745
"2903","Grandview St, Roslindale, MA",1950,"2",42.2757955,-71.134256
"2904","Metropolitan Ave, Boston, MA",1650,"1",42.2682289,-71.1192724
"2905","274 Poplar St # 2, Boston, MA",2100,"2",42.2806471,-71.1251599
"2906","Washington St, Boston, MA",1650,"1",42.1816188,-71.2033406
"2907","Grew Hill Rd, Boston, MA",2200,"2",42.2713314,-71.1300059
"2908","44 Augustus Ave # 1, Boston, MA",1900,"2",42.2807269,-71.1290919
"2909","79 Florence St # 1, Roslindale, MA",2500,"3",42.285458,-71.12503
"2910","276 Belgrade Ave # 3, Roslindale, MA",1600,"2",42.2860862,-71.142699
"2911","14 Prospect Ave # 2, Roslindale, MA",2925,"4",42.2843159,-71.1217912
"2912","201 Florence St, Roslindale, MA",1950,"2",42.2868541,-71.1210919
"2913","Tyndale St, Boston, MA",2500,"3",42.2870209,-71.1404614
"2914","Hayes Rd, Roslindale, MA",1750,"1",42.283113,-71.133019
"2915","Canterbury St, Roslindale, MA",2350,"3",42.2852949,-71.109757
"2916","21 Firth Rd # 2, Boston, MA",1800,"2",42.2879503,-71.125023
"2917","4436 Washington St, Boston, MA",2250,"3",42.2801702,-71.1345646
"2918","6 Hayes Rd APT 28, Boston, MA",1750,"1",42.2828636,-71.1324638
"2919","Belgrade Ave, Roslindale, MA",2200,"3",42.2862161,-71.1382033
"2920","233 Roslindale Ave # 2, Boston, MA",2300,"2",42.2804366,-71.1390678
"2921","193 Florence St APT 2L, Boston, MA",1925,"2",42.2869194,-71.1213636
"2922","4440 Washington St APT 2R, Boston, MA",1650,"1",42.2797896,-71.1349708
"2923","338 Cornell St # 2, Boston, MA",1900,"2",42.2822976,-71.1400248
"2924","28 Zeller St # 28, Boston, MA",2000,"3",42.2917272,-71.136484
"2925","Jewett St, Roslindale, MA",2100,"2",42.2852286,-71.1173679
"2926","95 Neponset Ave # 2, Boston, MA",3295,"4",42.2864075,-71.1140089
"2927","South St, Boston, MA",1900,"2",42.3512137,-71.0573201
"2928","24 Farquhar St # 3, Boston, MA",2300,"2",42.2893582,-71.1359756
"2929","Metropolitan Ave, Roslindale, MA",2100,"2",42.2773823,-71.1272155
"2930","19 Grew Hill Rd # 1, Boston, MA",1850,"2",42.2720894,-71.1299718
"2931","81 Florence St, Boston, MA",2500,"3",42.2856339,-71.1249756
"2932","1068 South St # 2, Boston, MA",1700,"1",42.2878073,-71.1435042
"2933","Washington St, Boston, MA",2100,"3",42.1816188,-71.2033406
"2934","346 Hyde Park Ave # 1, Roslindale, MA",3400,"4",42.2891679,-71.117976
"2935","4465 Washington St # 1, Boston, MA",1995,"3",42.2798321,-71.1352278
"2936","224 Florence St APT 2, Roslindale, MA",2750,"2",42.2857748,-71.1198996
"2937","19 Tafthill Ter # 2, Boston, MA",1650,"1",42.2875113,-71.1276258
"2938","4444 Washington St # 3L, Roslindale, MA",1650,"1",42.27967,-71.1349989
"2939","Washington St, Roslindale, MA",2095,"2",42.2879148,-71.1265647
"2940","9 Farquhar St # 1, Roslindale, MA",2400,"3",42.2889948,-71.1352522
"2941","31 Cliftondale St # 0, Boston, MA",1850,"2",42.2830717,-71.1301695
"2942","3899 Washington St # 1, Roslindale, MA",2400,"3",42.2951352,-71.1188821
"2943","Washington St, Boston, MA",2300,"2",42.1816188,-71.2033406
"2944","4236 Washington St # 2022, Boston, MA",2375,"2",42.2860984,-71.1282539
"2945","445 Beech St # 1, Roslindale, MA",1600,"1",42.2767295,-71.1345403
"2946","7 Hayes Rd # 3A, Boston, MA",1600,"1",42.282914,-71.1323711
"2947","35 Cotton St # 2, Boston, MA",1800,"2",42.2915466,-71.1297448
"2948","Iona St, Boston, MA",2700,"3",42.2851675,-71.145788
"2949","43 Liszt St # 2, Boston, MA",1680,"1",42.2776063,-71.1405845
"2950","Winton St, Boston, MA",1800,"2",42.2750317,-71.1336111
"2951","3903 Washington St # 1R, Boston, MA",2500,"3",42.2951664,-71.1191986
"2952","121 Durnell Ave APT 2, Roslindale, MA",1850,"2",42.284237,-71.1358136
"2953","67 Walter St # 2R, Roslindale, MA",2400,"2",42.2907392,-71.132513
"2954","4076 Washington St, Roslindale, MA",1725,"2",42.2903302,-71.1236949
"2955","316 Belgrade Ave # 3, Roslindale, MA",2500,"3",42.2860523,-71.1445081
"2956","4109 Washington St, Boston, MA",2350,"3",42.2898045,-71.1249173
"2957","67 Walter St UNIT 2, Roslindale, MA",2400,"2",42.2907392,-71.132513
"2958","Montvale St, Roslindale, MA",2100,"3",42.2849809,-71.1448197
"2959","31 Conway St # 1, Boston, MA",2400,"2",42.289275,-71.129335
"2960","4109 Washington St # 2, Boston, MA",2350,"3",42.2898045,-71.1249173
"2961","1060 South St APT 1L, Boston, MA",1900,"2",42.2877422,-71.1430213
"2962","95-97 Neponset Ave # 2, Boston, MA",3295,"4",42.286191,-71.113896
"2963","Montvale St, Boston, MA",2200,"3",42.2849809,-71.1448197
"2964","61 Montvale St, Boston, MA",2050,"3",42.2842491,-71.1440722
"2965","2 Pinedale Rd # 2, Boston, MA",2450,"3",42.2778859,-71.1213034
"2966","24 Farquhar St # 1, Boston, MA",2100,"3",42.2893582,-71.1359756
"2967","25 Seymour St # 3, Boston, MA",2250,"2",42.2800231,-71.1225777
"2968","3976 Washington St # 1, Roslindale, MA",2600,"3",42.2931091,-71.1210238
"2969","Florence St, Boston, MA",1950,"2",42.2861043,-71.1246505
"2970","6 Basto Ter # 2, Boston, MA",2200,"3",42.2888555,-71.13204
"2971","40 Stellman Rd # 3R, Roslindale, MA",2500,"3",42.2890268,-71.1223171
"2972","4211 Washington St, Boston, MA",3205,"2",42.2869097,-71.1276185
"2973","4321 Washington St, Boston, MA",1650,"1",42.284199,-71.1309483
"2974","40 Stellman Rd, Boston, MA",2500,"3",42.2891699,-71.1222496
"2975","3907 Washington St # 1, Boston, MA",2450,"3",42.2950595,-71.1192944
"2976","Conway St, Roslindale, MA",1850,"2",42.2883574,-71.129906
"2977","851 South St # 1, Boston, MA",2400,"3",42.2887862,-71.1326421
"2978","38 Aldrich St, Boston, MA",2700,"3",42.2850924,-71.1401359
"2979","Winton St, Roslindale, MA",1800,"2",42.2750317,-71.1336111
"2980","12 Pinehurst St APT 1, Boston, MA",2100,"3",42.2861417,-71.1329015
"2981","155 Park St, Boston, MA",2375,"2",42.2836636,-71.1540008
"2982","Park St, Boston, MA",2000,"3",42.3570637,-71.0625768
"2983","19 Ridgecrest Ter APT 18, Boston, MA",1275,"1",42.2631533,-71.1532064
"2984","150 Edgemere Rd APT 2, Boston, MA",1825,"2",42.2587446,-71.1512881
"2985","39 Worley St, Boston, MA",2400,"3",42.2923494,-71.1623502
"2986","Bryon Rd, West Roxbury, MA",1750,"2",42.3019268,-71.1675542
"2987","43 Goethe St # 1, Boston, MA",1950,"2",42.2560004,-71.1579946
"2988","4925 Washington St, West Roxbury, MA",1600,"1",42.2689069,-71.1493026
"2989","533 Vfw Pkwy # 1, Boston, MA",2690,"2",42.2957388,-71.1543386
"2990","47 Ridgecrest Ter APT 8, Boston, MA",1625,"1",42.2618123,-71.1530764
"2991","777 Vfw Pkwy, Boston, MA",2400,"3",42.2918803,-71.1663518
"2992","535 Weld St # 2, West Roxbury, MA",2100,"2",42.2928111,-71.1546024
"2993","Belgrade Ave, Boston, MA",1850,"2",42.2861391,-71.1399376
"2994","Vfw Pkwy, Boston, MA",2400,"3",42.2805015,-71.1707883
"2995","Vfw Pkwy, Boston, MA",2400,"3",42.2805015,-71.1707883
"2996","230 Park St # 1, Boston, MA",750,"1",42.2821903,-71.150407
"2997","Sherman Rd, Boston, MA",2710,"2",42.2988706,-71.1581808
"2998","Keystone St, Boston, MA",1725,"2",42.268681,-71.1648317
"2999","742 Vfw Pkwy, West Roxbury, MA",2400,"3",42.291936,-71.16454
"3000","5164 Washington St, Boston, MA",2450,"2",42.2621459,-71.1561041
"3001","5161 Washington St, West Roxbury, MA",2500,"2",42.2623991,-71.1560359
"3002","Bellevue St, West Roxbury, MA",1450,"1",42.2795322,-71.1516021
"3003","151 Park St # 34, Boston, MA",2450,"1",42.2837441,-71.1541866
"3004","Washington St, Boston, MA",1995,"2",42.1816188,-71.2033406
"3005","57 Farragut St # 3, Boston, MA",2500,"1",42.3362061,-71.0253786
"3006","Constance Rd, Boston, MA",1850,"2",42.2757124,-71.1650526
"3007","15 Mann St APT 21, Boston, MA",1915,"1",42.2637725,-71.1527569
"3008","5110 Washington St, Boston, MA",1920,"2",42.2636358,-71.1540609
"3009","28 Shaw St APT 2, West Roxbury, MA",1875,"2",42.2747873,-71.1504944
"3010","50 Broadlawn Park STE 515, West Roxbury, MA",2400,"2",42.3025654,-71.1641444
"3011","38 Maplewood St # 1, Boston, MA",2500,"3",42.2716172,-71.1494027
"3012","88 Russett Road # FL 1ST, West Roxbury, MA",1800,"2",42.2908083,-71.1505779
"3013","Spring St, Boston, MA",1450,"1",42.275829,-71.1671089
"3014","307 Grove St UNIT 307, Boston, MA",1975,"2",42.2588008,-71.1564739
"3015","307 Grove St # 1, West Roxbury, MA",1975,"2",42.3393462,-71.0469474
"3016","186 Stratford St # 2, Boston, MA",2100,"2",42.2808868,-71.1465069
"3017","250 Spring St, West Roxbury, MA",1375,"1",42.2735215,-71.1697792
"3018","10 Stearns Rd # 2, Boston, MA",2800,"3",42.2658968,-71.1530783
"3019","2360 Centre St # 1, Boston, MA",1800,"2",42.2702262,-71.1616833
"3020","23 Hastings St, Boston, MA",1950,"2",42.2854898,-71.1552804
"3021","21 Weymouth Ave # 2, Boston, MA",1850,"3",42.266902,-71.1524923
"3022","Spring St, West Roxbury, MA",1375,"1",42.275829,-71.1671089
"3023","42 Bryon Rd UNIT 3, West Roxbury, MA",1750,"2",42.3018272,-71.1666411
"3024","260 Independence Dr # 1, Boston, MA",2690,"2",42.2972215,-71.1573108
"3025","57 Gerry Rd # 1, Brookline, MA",2810,"2",42.3003314,-71.1561703
"3026","473 Vfw Pkwy # 1, Brookline, MA",2320,"1",42.2957503,-71.1534125
"3027","Belle Ave, Boston, MA",3000,"3",42.271056,-71.1659414
"3028","00 Schirmer Rd # 1, Boston, MA",1900,"2",42.2924497,-71.1490766
"3029","21 Glenellen Rd APT 1, West Roxbury, MA",1900,"2",42.2697623,-71.163186
"3030","Temple St, West Roxbury, MA",1900,"2",42.2826475,-71.1653429
"3031","18 Ridgecrest Ter APT 4, Boston, MA",1625,"1",42.2631743,-71.1532029
"3032","23 Hastings St # 3, Boston, MA",1950,"2",42.2854898,-71.1552804
"3033","Gardner St, Boston, MA",1525,"1",42.3535826,-71.1268949
"3034","5169 Washington St # 5A, West Roxbury, MA",2450,"2",42.262395,-71.156553
"3035","225 Baker St APT 24, Boston, MA",1700,"2",42.276934,-71.16674
"3036","9 Kenneth St # 1, Boston, MA",1500,"1",42.2853075,-71.1487794
"3037","227 Park St, Boston, MA",2725,"2",42.2819243,-71.1506777
"3038","Broadlawn Park, West Roxbury, MA",2400,"2",42.3033331,-71.1648684
"3039","Bellevue St, Boston, MA",1600,"1",42.2795322,-71.1516021
"3040","95 Mount Vernon St, Boston, MA",3200,"2",42.358095,-71.069438
"3041","9 Temple St # 2L, West Roxbury, MA",1750,"2",42.2786255,-71.1605663
"3042","5114 Washington St APT 19, Boston, MA",1920,"2",42.2633269,-71.15433
"3043","41 Park St, Boston, MA",3850,"3",42.2861757,-71.1583037
"3044","4983 Washington St # 2, Boston, MA",2800,"4",42.2671783,-71.150983
"3045","Bellevue St, Boston, MA",1400,"1",42.2795322,-71.1516021
"3046","4983 Washington St # 1, Boston, MA",2600,"3",42.2671783,-71.150983
"3047","9 Sunset Hill Rd # 2, Boston, MA",3200,"3",42.289978,-71.143181
"3048","50 Gardner St # 4, Boston, MA",1895,"1",42.35387,-71.128891
"3049","Lagrange St, West Roxbury, MA",2350,"2",42.2840422,-71.1617211
"3050","5175 Washington St, West Roxbury, MA",2350,"2",42.261988,-71.15686
"3051","18 Cypress St # 2, Boston, MA",1500,"1",42.2744603,-71.1679074
"3052","Park St, Boston, MA",2700,"1",42.3570637,-71.0625768
"3053","4811 Washington St, Boston, MA",3205,"2",42.271657,-71.145787
"3054","446 Belgrade Ave UNIT 107, Boston, MA",3000,"2",42.2865257,-71.1502146
"3055","37 Ridgecrest Ter APT 7, West Roxbury, MA",1895,"2",42.2629348,-71.1534329
"3056","Washington St, Boston, MA",2450,"2",42.1816188,-71.2033406
"3057","Bellevue St, West Roxbury, MA",1475,"1",42.2795322,-71.1516021
"3058","Park St, Boston, MA",1900,"1",42.3570637,-71.0625768
"3059","5183 Washington St, West Roxbury, MA",2350,"2",42.2613118,-71.1570915
"3060","5143 Washington St, West Roxbury, MA",2350,"2",42.262652,-71.1557868
"3061","Cowing St, West Roxbury, MA",1950,"2",42.2735372,-71.1477
"3062","Edgemere Rd, West Roxbury, MA",1275,"1",42.2600408,-71.1529069
"3063","116 Bradlee St, Hyde Park, MA",1950,"2",42.2713523,-71.1184071
"3064","148 Dana Ave, Boston, MA",2000,"2",42.24816,-71.120174
"3065","79 Roxana St # 6, Boston, MA",1525,"1",42.25183,-71.1313954
"3066","148 Dana Ave # 2, Boston, MA",2000,"2",42.24816,-71.120174
"3067","27 Albion St # R, Boston, MA",4600,"4",42.2525102,-71.114819
"3068","Linden Ave, Boston, MA",3250,"5",42.2641991,-71.105843
"3069","11 Roxana St APT 5, Boston, MA",1525,"1",42.2518305,-71.1315569
"3070","60 Warren Ave # 1, Hyde Park, MA",3000,"3",42.2517752,-71.1158142
"3071","Tileston St, Hyde Park, MA",1875,"1",42.2648306,-71.1058643
"3072","33 Vose Ave # 1, Boston, MA",1595,"2",42.256919,-71.113649
"3073","22 Stanbro St # 1, Boston, MA",1800,"3",42.2351972,-71.1312891
"3074","21 Lincoln St # 1, Boston, MA",1900,"2",42.2587221,-71.1194444
"3075","108 Garfield Ave # 1, Hyde Park, MA",1500,"2",42.245177,-71.1196618
"3076","Cleveland St, Boston, MA",2650,"2",42.3256223,-71.0808159
"3077","Central Ave, Boston, MA",1825,"3",42.2599161,-71.1199335
"3078","Cleveland St, Boston, MA",2250,"1",42.3256223,-71.0808159
"3079","21 Lincoln St # 1L, Hyde Park, MA",1900,"2",42.2587221,-71.1194444
"3080","12 Prescott St APT 2R, Boston, MA",1600,"2",42.2367829,-71.1327973
"3081","River St, Boston, MA",1350,"1",42.2620716,-71.1092474
"3082","23 Riverside Sq # 1, Hyde Park, MA",1700,"1",42.2599936,-71.1140089
"3083","689 Metropolitan Ave # 2, Boston, MA",1950,"3",42.2623023,-71.1171491
"3084","88 Mariposa St # 1, Boston, MA",1800,"2",42.2702175,-71.1095728
"3085","83 Fairmount Ave # 10, Boston, MA",2600,"3",42.254402,-71.1202519
"3086","13 Maple Leaf Dr # 0, Boston, MA",3800,"4",42.7274295,-71.4683154
"3087","106 Clare Ave # B, Boston, MA",1850,"1",42.2744492,-71.1186475
"3088","204 Neponset Valley Pkwy APT A1, Boston, MA",1300,"1",42.2371817,-71.1311623
"3089","33 Pond St # 1116, Boston, MA",2250,"1",42.2489519,-71.1173895
"3090","Roxana St, Boston, MA",1525,"1",42.2516495,-71.131757
"3091","Truman Hwy, Boston, MA",2800,"3",42.248922,-71.1234961
"3092","146 Readville St # 1, Hyde Park, MA",1500,"1",42.23962,-71.135679
"3093","River St, Hyde Park, MA",4000,"5",42.2558128,-71.1212066
"3094","Washington St, Boston, MA",1725,"1",42.1816188,-71.2033406
"3095","Hyde Park Ave, Boston, MA",2100,"3",42.2662071,-71.1210297
"3096","Davison St, Boston, MA",1800,"2",42.257391,-71.1182426
"3097","83 Fairmount Ave, Hyde Park, MA",2500,"3",42.254402,-71.1202519
"3098","742 River St APT 5, Hyde Park, MA",1750,"2",42.2632059,-71.102996
"3099","Truman Hwy, Boston, MA",1875,"3",42.248922,-71.1234961
"3100","15 Mount Ash Rd # 2, Hyde Park, MA",2300,"3",42.2562676,-71.1314958
"3101","15 Bunker St # 1, Hyde Park, MA",2600,"3",42.3762313,-71.0562596
"3102","21 Imbaro Rd # 3, Hyde Park, MA",1800,"3",42.244184,-71.136735
"3103","76 Chittick Rd # 1, Hyde Park, MA",1850,"2",42.2460883,-71.1219356
"3104","7 Roxana St, Hyde Park, MA",1525,"1",42.2516707,-71.1312202
"3105","32 Williams Ave APT 3, Boston, MA",3000,"4",42.2504392,-71.1181005
"3106","22 Beacon St, Boston, MA",9300,"3",42.3577097,-71.0627661
"3107","Albemarle St, Boston, MA",2400,"1",42.3424726,-71.0831424
"3108","71 Beacon St, Boston, MA",4500,"2",42.3560242,-71.070042
"3109","Dell Ave, Boston, MA",4400,"4",42.2603495,-71.1212647
"3110","Washington St, Boston, MA",2950,"1",42.1816188,-71.2033406
"3111","119 Beacon St, Boston, MA",6100,"2",42.3551465,-71.0735832
"3112","Brainerd Rd, Allston, MA",1925,"1",42.3478123,-71.1329707
"3113","Brighton Ave, Boston, MA",3100,"3",42.3527714,-71.1306618
"3114","Brainerd Rd, Allston, MA",1895,"1",42.3478123,-71.1329707
"3115","Brainerd Rd, Allston, MA",1825,"1",42.3478123,-71.1329707
"3116","Fordham Rd, Allston, MA",2750,"3",42.3516109,-71.1278947
"3117","Chester St, Allston, MA",3750,"4",42.3526098,-71.1283631
"3118","Kelton St, Allston, MA",2400,"2",42.3471298,-71.1373317
"3119","Linden St, Allston, MA",2100,"1",42.353588,-71.1301596
"3120","Commonwealth Ave, Allston, MA",2800,"3",42.3354996,-71.2229884
"3121","126 Glenville Ave APT 3, Boston, MA",2800,"3",42.3489453,-71.1368982
"3122","Armington St, Boston, MA",1475,"1",42.3524577,-71.1376254
"3123","Linden St, Allston, MA",1750,"1",42.353588,-71.1301596
"3124","Glenville Ave, Boston, MA",2050,"2",42.3497804,-71.1342209
"3125","110 Chester St, Boston, MA",4800,"4",42.3543618,-71.1280545
"3126","41 Riverdale St # 2DB, Allston, MA",2700,"3",42.362215,-71.132981
"3127","1301 Commonwealth Ave APT 5A, Allston, MA",4400,"5",42.3505025,-71.1315063
"3128","1162 Commonwealth Ave # 2, Allston, MA",1550,"1",42.3505025,-71.1315063
"3129","83 Brighton Ave APT 3, Allston, MA",3000,"3",42.352883,-71.129307
"3130","Brainerd Rd, Boston, MA",1895,"1",42.3478123,-71.1329707
"3131","10 Griggs St, Allston, MA",1950,"1",42.3485323,-71.1339957
"3132","25 Aldie St # 1, Allston, MA",2500,"3",42.35896,-71.135762
"3133","40 Holton St, Boston, MA",5400,"5",42.3596816,-71.1353099
"3134","10 Park Vale Ave, Boston, MA",1950,"1",42.3510712,-71.1328466
"3135","Highgate St, Allston, MA",3600,"4",42.3550942,-71.1316997
"3136","Riverdale St, Boston, MA",2700,"3",42.362752,-71.1324102
"3137","Commonwealth Ave, Allston, MA",3000,"3",42.3354996,-71.2229884
"3138","80 Brainerd Rd # 7, Allston, MA",1825,"1",42.3472759,-71.1340078
"3139","Commonwealth Ave, Allston, MA",3100,"3",42.3354996,-71.2229884
"3140","53 Quint Ave, Boston, MA",5250,"6",42.3512576,-71.1340877
"3141","Mansfield St, Boston, MA",1395,"1",42.3582032,-71.1312293
"3142","21 Glenville Ave # 25, Boston, MA",2000,"2",42.3505984,-71.1326411
"3143","Brainerd Rd, Allston, MA",1825,"1",42.3478123,-71.1329707
"3144","Linden St, Allston, MA",1495,"1",42.353588,-71.1301596
"3145","Kelton St, Boston, MA",2290,"3",42.3473176,-71.1377022
"3146","21 Mansfield St # 1R, Allston, MA",1395,"1",42.3576251,-71.1308367
"3147","Kelton St, Boston, MA",2200,"2",42.3473176,-71.1377022
"3148","Brainerd Rd, Allston, MA",1800,"1",42.3478123,-71.1329707
"3149","1151 Commonwealth Ave, Allston, MA",1900,"2",42.3354996,-71.2229884
"3150","Kelton St, Boston, MA",2900,"3",42.3473176,-71.1377022
"3151","Commonwealth Ave, Allston, MA",2950,"3",42.3354996,-71.2229884
"3152","Commonwealth Ave, Allston, MA",2450,"2",42.3354996,-71.2229884
"3153","Commonwealth Ave, Allston, MA",2950,"3",42.3354996,-71.2229884
"3154","40 Fordham Rd, Boston, MA",2750,"3",42.3511089,-71.1279998
"3155","10-20 Armington St # 3, Boston, MA",1475,"1",42.3523933,-71.1364651
"3156","Harvard Ave, Allston, MA",1450,"1",42.3520069,-71.1318014
"3157","35 Adamson St, Boston, MA",3200,"4",42.358204,-71.1355899
"3158","Commonwealth Ave, Boston, MA",3800,"4",42.3354996,-71.2229884
"3159","Quint Ave, Boston, MA",1900,"1",42.3516883,-71.13401
"3160","Easton St, Boston, MA",2625,"3",42.3595691,-71.1312863
"3161","1163 Commonwealth Ave, Boston, MA",2450,"2",42.3471542,-71.2541236
"3162","22 Brainerd Rd # TA11, Allston, MA",1750,"1",42.348616,-71.130807
"3163","241 Kelton St, Allston, MA",2290,"3",42.3464852,-71.1360907
"3164","7 Denby Rd # 3, Boston, MA",3200,"3",42.355205,-71.134417
"3165","Kelton St, Boston, MA",2200,"2",42.3473176,-71.1377022
"3166","71 Easton St # TA2, Allston, MA",2650,"3",42.3595619,-71.131769
"3167","11 Park Vale Ave, Boston, MA",2700,"3",42.3511085,-71.1328668
"3168","11 Linden St, Boston, MA",3825,"5",42.355475,-71.131233
"3169","222 Western Ave, Boston, MA",3260,"1",42.3631353,-71.1316441
"3170","193 N Harvard St, Boston, MA",3130,"1",42.3633983,-71.129477
"3171","192 N Harvard St, Boston, MA",2895,"1",42.3634369,-71.1294206
"3172","195 N Harvard St, Boston, MA",3510,"1",42.3633548,-71.1295371
"3173","194 N Harvard St, Boston, MA",3365,"1",42.3633119,-71.1295981
"3174","229 Western Ave, Boston, MA",2685,"1",42.364907,-71.111149
"3175","191 N Harvard St, Boston, MA",2905,"1",42.3634418,-71.1294169
"3176","190 N Harvard St, Boston, MA",2560,"1",42.3633765,-71.1295071
"3177","204 Western Ave, Boston, MA",3870,"2",42.3630868,-71.1308095
"3178","203 Western Ave, Boston, MA",3895,"2",42.3631457,-71.1304533
"3179","202 Western Ave, Boston, MA",2755,"1",42.3630938,-71.130744
